person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER_DEBT,TIME_WITH_BANK,LOAN_PERIOD in days,,
29,69600,RENT,13,HOMEIMPROVEMENT,B,5600,11.99,0,0.08,N,6,45421.43239,2,454,,
34,48000,MORTGAGE,9,VENTURE,C,5600,15.96,0,0.12,Y,7,76004.59149,5,760,,
29,70000,RENT,3,HOMEIMPROVEMENT,C,5600,14.27,0,0.08,Y,6,20005.01409,1,200,,
28,42000,MORTGAGE,,DEBTCONSOLIDATION,D,7600,16.29,1,0.18,N,7,70292.97107,8,702,,
34,48000,MORTGAGE,7,VENTURE,B,8400,11.71,0,0.17,N,8,14533.69459,9,145,,
30,75000,RENT,8,PERSONAL,D,5600,15.99,0,0.07,N,7,28033.48853,9,280,,
31,75797,RENT,8,MEDICAL,C,5600,13.22,0,0.07,Y,8,62682.83876,4,626,,
27,48000,MORTGAGE,11,DEBTCONSOLIDATION,A,5650,5.42,0,0.12,N,8,98545.31003,9,985,,
28,93600,RENT,1,HOMEIMPROVEMENT,B,5600,11.99,0,0.06,N,10,74277.89754,4,742,,
33,48000,OWN,11,HOMEIMPROVEMENT,B,10000,9.99,0,0.21,N,8,8185.989019,4,818,,
28,48000,MORTGAGE,4,PERSONAL,B,3000,11.99,0,0.06,N,10,92747.18945,9,927,,
31,48000,OWN,0,HOMEIMPROVEMENT,B,1600,9.99,0,0.03,N,8,94236.20959,4,942,,
31,109440,RENT,9,DEBTCONSOLIDATION,D,5600,,1,0.05,N,10,59594.7309,6,595,,
28,75000,RENT,0,VENTURE,A,5625,6.91,0,0.07,N,5,15736.22817,4,157,,
29,48000,MORTGAGE,13,PERSONAL,A,6625,8.49,0,0.14,N,9,74070.6517,9,740,,
29,48000,MORTGAGE,13,VENTURE,A,7000,8.49,0,0.15,N,9,87793.66405,8,877,,
29,48000,MORTGAGE,4,HOMEIMPROVEMENT,A,5000,5.99,0,0.1,N,8,87981.60469,6,879,,
31,99000,RENT,0,HOMEIMPROVEMENT,C,5675,13.23,0,0.06,Y,8,44980.20337,4,449,,
30,48000,MORTGAGE,4,PERSONAL,A,8500,7.49,0,0.18,N,8,9207.806055,3,920,,
28,36000,RENT,1,MEDICAL,B,5700,10.39,0,0.16,N,5,77105.71589,8,771,,
32,48000,MORTGAGE,2,DEBTCONSOLIDATION,B,10650,10.59,0,0.22,N,9,83818.34908,8,838,,
32,53000,RENT,0,DEBTCONSOLIDATION,B,5700,9.99,0,0.11,N,9,67137.49421,5,671,,
27,48000,MORTGAGE,1,PERSONAL,C,6000,13.49,0,0.13,N,7,10261.62548,9,102,,
31,95800,RENT,1,HOMEIMPROVEMENT,B,5750,9.45,0,0.06,N,10,86309.20696,4,863,,
27,36996,RENT,4,PERSONAL,D,5775,14.91,0,0.16,N,7,20584.83566,5,205,,
27,48000,MORTGAGE,0,HOMEIMPROVEMENT,B,8000,10.59,0,0.17,N,9,97842.66634,7,978,,
29,48000,MORTGAGE,3,EDUCATION,B,9000,11.99,0,0.19,N,5,84289.67181,6,842,,
31,26988,RENT,,VENTURE,A,5800,6.62,0,0.21,N,9,5588.189666,1,558,,
29,48000,MORTGAGE,8,VENTURE,A,4500,5.42,0,0.09,N,6,80377.02327,1,803,,
27,32000,RENT,1,DEBTCONSOLIDATION,A,5800,7.49,0,0.18,N,5,19595.19576,7,195,,
29,32400,RENT,11,HOMEIMPROVEMENT,A,5800,5.79,1,0.18,N,5,51545.84956,5,515,,
27,36000,RENT,3,MEDICAL,B,5800,12.42,0,0.16,N,10,43248.3048,2,432,,
32,42000,RENT,1,DEBTCONSOLIDATION,A,5800,9.32,0,0.14,N,10,88661.05127,7,886,,
30,42000,MORTGAGE,14,MEDICAL,A,4500,7.49,1,0.11,N,7,76427.30244,2,764,,
29,48000,OWN,6,HOMEIMPROVEMENT,C,8000,13.49,0,0.17,Y,9,61190.38927,9,611,,
31,73000,RENT,5,HOMEIMPROVEMENT,B,5800,10.37,0,0.08,N,6,47139.04088,6,471,,
34,69000,RENT,0,VENTURE,D,5800,14.59,1,0.08,Y,5,63402.3107,5,634,,
29,42000,MORTGAGE,6,PERSONAL,B,6000,11.49,1,0.14,N,9,73201.41424,3,732,,
31,62050,RENT,5,MEDICAL,D,5800,14.11,1,0.08,Y,10,9844.04898,9,984,,
27,48000,MORTGAGE,4,MEDICAL,A,5000,6.99,0,0.1,N,7,37709.17327,5,377,,
28,30000,RENT,5,PERSONAL,B,5825,9.99,0,0.19,N,9,32093.04619,5,320,,
28,48000,OWN,1,HOMEIMPROVEMENT,D,12000,14.54,0,0.25,N,10,92494.39147,2,924,,
27,38000,RENT,1,MEDICAL,C,5850,,0,0.15,N,5,40791.74172,2,407,,
29,48000,OWN,1,PERSONAL,B,1850,10.74,0,0.04,N,7,39132.16183,5,391,,
34,46000,RENT,1,PERSONAL,B,5850,11.12,0,0.13,N,8,38545.88227,5,385,,
30,70000,RENT,0,MEDICAL,A,5850,5.79,0,0.08,N,5,11926.42089,2,119,,
27,48000,OWN,3,EDUCATION,C,4500,13.8,0,0.09,N,8,36363.85378,9,363,,
28,48000,MORTGAGE,1,EDUCATION,A,10000,6.92,0,0.21,N,8,13849.85375,5,138,,
32,48000,OWN,5,EDUCATION,A,3000,5.79,0,0.06,N,7,13289.40247,7,132,,
31,48000,MORTGAGE,8,DEBTCONSOLIDATION,A,14400,7.29,0,0.3,N,5,11648.28638,6,116,,
27,48000,MORTGAGE,5,MEDICAL,A,12000,7.66,0,0.25,N,10,22257.07724,4,222,,
27,58000,RENT,5,DEBTCONSOLIDATION,A,5900,9.32,0,0.1,N,7,87850.67921,1,878,,
29,48000,MORTGAGE,1,VENTURE,C,7000,12.68,0,0.15,Y,6,75429.99363,9,754,,
27,42000,RENT,6,PERSONAL,A,5950,5.99,0,0.14,N,5,16999.23796,8,169,,
29,48000,MORTGAGE,13,MEDICAL,A,4975,5.79,0,0.1,N,7,48355.21271,3,483,,
34,48000,MORTGAGE,5,VENTURE,B,3600,10.37,0,0.07,N,5,31435.51145,2,314,,
33,612000,RENT,3,DEBTCONSOLIDATION,C,5950,12.73,0,0.01,Y,9,16026.43882,4,160,,
29,42000,MORTGAGE,6,EDUCATION,A,5500,7.66,1,0.13,N,10,2993.735807,3,299,,
32,48000,OWN,4,EDUCATION,A,8000,5.79,0,0.17,N,7,25581.67,3,255,,
35,42000,MORTGAGE,,EDUCATION,C,5000,14.17,1,0.12,N,8,41482.05278,8,414,,
29,48000,OWN,3,PERSONAL,C,9600,12.23,0,0.2,Y,8,46160.62578,3,461,,
27,18000,RENT,0,DEBTCONSOLIDATION,A,6000,7.49,1,0.33,N,5,4139.977826,7,413,,
34,18000,RENT,0,VENTURE,B,6000,,1,0.33,N,7,48213.7007,1,482,,
28,42000,MORTGAGE,,MEDICAL,B,4000,9.25,1,0.1,N,10,389.3552753,4,389,,
27,18835,RENT,2,MEDICAL,D,6000,16.49,1,0.32,Y,8,58989.81206,9,589,,
32,48000,MORTGAGE,8,HOMEIMPROVEMENT,A,5200,5.42,0,0.11,N,5,16183.09661,6,161,,
33,19200,RENT,,PERSONAL,B,6000,10.65,1,0.31,N,6,58416.59278,5,584,,
29,42000,MORTGAGE,2,HOMEIMPROVEMENT,C,1200,12.98,1,0.03,N,10,10695.96943,7,106,,
35,20000,RENT,4,EDUCATION,D,6000,15.99,0,0.3,N,5,51548.4898,5,515,,
30,20000,RENT,1,EDUCATION,B,6000,,0,0.3,N,9,53948.90463,7,539,,
27,20000,RENT,1,VENTURE,C,6000,13.11,0,0.3,Y,10,79539.59599,9,795,,
28,20400,RENT,12,EDUCATION,A,6000,6.03,0,0.29,N,8,20506.03453,9,205,,
29,48000,MORTGAGE,6,DEBTCONSOLIDATION,C,15000,13.98,0,0.31,N,10,56747.54837,1,567,,
31,20800,RENT,0,DEBTCONSOLIDATION,C,6000,14.26,0,0.29,N,8,84160.1346,4,841,,
29,21000,RENT,7,EDUCATION,B,6000,12.42,0,0.29,N,6,15106.1227,3,151,,
29,48000,MORTGAGE,13,PERSONAL,B,20000,,0,0.42,N,9,34213.0407,7,342,,
34,48000,MORTGAGE,10,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,6,52663.27901,9,526,,
27,21600,RENT,0,HOMEIMPROVEMENT,D,6000,18.07,1,0.28,N,7,22452.9058,3,224,,
29,48000,MORTGAGE,3,VENTURE,A,3250,6.76,0,0.07,N,7,11014.53539,8,110,,
27,21600,RENT,9,PERSONAL,A,6000,7.88,0,0.28,N,9,27532.78032,8,275,,
35,48000,OWN,6,HOMEIMPROVEMENT,C,4200,13.61,0,0.09,N,7,49487.98928,1,494,,
33,22356,RENT,2,MEDICAL,A,6000,7.9,0,0.27,N,8,27371.90773,2,273,,
29,22500,RENT,1,EDUCATION,B,6000,11.83,0,0.27,N,9,55718.13731,2,557,,
34,48000,MORTGAGE,2,PERSONAL,A,10000,7.14,0,0.21,N,10,1118.817385,4,111,,
31,48000,MORTGAGE,14,MEDICAL,A,6600,7.14,0,0.14,N,5,11062.19644,9,110,,
27,23000,RENT,4,MEDICAL,A,6000,8.9,0,0.26,N,6,35129.08526,3,351,,
28,23000,RENT,,MEDICAL,B,6000,8.88,0,0.26,N,5,79531.80122,6,795,,
30,24000,RENT,,PERSONAL,A,6000,5.42,0,0.25,N,8,71663.4685,9,716,,
31,48000,MORTGAGE,0,MEDICAL,A,7800,7.51,0,0.16,N,10,75487.05256,4,754,,
31,24000,RENT,3,VENTURE,A,6000,8.49,0,0.25,N,9,76019.45358,3,760,,
29,48000,MORTGAGE,13,HOMEIMPROVEMENT,B,20000,11.36,0,0.42,N,10,82039.76721,7,820,,
31,48000,OWN,0,HOMEIMPROVEMENT,B,20000,10.62,0,0.42,N,7,79152.04992,8,791,,
35,48000,MORTGAGE,6,MEDICAL,C,5000,13.48,0,0.1,Y,10,76523.61056,7,765,,
29,48000,MORTGAGE,5,EDUCATION,C,10000,12.73,0,0.21,Y,7,54600.37633,4,546,,
30,48000,OWN,3,HOMEIMPROVEMENT,C,1500,13.48,0,0.03,Y,5,45418.85116,2,454,,
35,24000,RENT,2,DEBTCONSOLIDATION,C,6000,12.87,0,0.25,N,7,93961.1534,5,939,,
33,48000,MORTGAGE,1,PERSONAL,D,20000,16.07,0,0.42,N,10,3784.775721,2,378,,
27,42000,MORTGAGE,4,PERSONAL,C,2850,13.48,1,0.07,N,7,86354.20658,5,863,,
27,25200,RENT,3,MEDICAL,A,6000,7.9,0,0.24,N,5,4526.039398,8,452,,
33,48000,MORTGAGE,1,DEBTCONSOLIDATION,A,6000,,0,0.13,N,10,60613.35051,1,606,,
32,25200,RENT,,MEDICAL,D,6000,16.49,1,0.24,Y,5,76469.46329,5,764,,
27,26000,RENT,6,PERSONAL,B,6000,10.75,0,0.23,N,10,51041.35042,3,510,,
27,26004,RENT,7,VENTURE,A,6000,7.14,0,0.23,N,5,60362.54069,3,603,,
35,26400,RENT,2,DEBTCONSOLIDATION,D,6000,16.29,1,0.23,Y,8,78468.1523,4,784,,
29,26880,RENT,0,HOMEIMPROVEMENT,D,6000,14.84,1,0.22,N,7,29506.98686,2,295,,
32,27000,RENT,2,MEDICAL,C,6000,12.73,0,0.22,N,10,75991.06045,5,759,,
31,27000,RENT,7,HOMEIMPROVEMENT,A,6000,8.94,1,0.22,N,6,92137.63303,7,921,,
27,48000,OWN,2,VENTURE,C,14000,,0,0.29,N,8,74747.37807,2,747,,
33,27120,RENT,,DEBTCONSOLIDATION,C,6000,13.49,1,0.22,N,8,22953.63377,3,229,,
32,27840,RENT,3,PERSONAL,E,6000,,0,0.22,Y,5,64011.79301,9,640,,
30,48000,MORTGAGE,9,EDUCATION,A,3000,7.4,0,0.06,N,7,16209.40985,8,162,,
27,28000,RENT,3,VENTURE,C,6000,13.92,0,0.21,N,6,81529.77708,6,815,,
30,28800,RENT,2,PERSONAL,C,6000,15.23,0,0.21,Y,6,36019.35619,7,360,,
27,29000,RENT,2,VENTURE,C,6000,15.27,0,0.21,Y,6,21129.08583,2,211,,
29,29004,RENT,8,EDUCATION,C,6000,12.87,0,0.21,N,5,35872.05687,5,358,,
29,29496,RENT,5,VENTURE,A,6000,5.79,0,0.2,N,8,40704.89635,9,407,,
30,48000,MORTGAGE,12,PERSONAL,A,15000,,0,0.31,N,9,29217.08627,5,292,,
27,30000,RENT,4,VENTURE,C,6000,14.65,0,0.2,Y,9,91667.17784,2,916,,
29,30000,RENT,7,PERSONAL,A,6000,8.9,0,0.2,N,10,79624.60442,3,796,,
35,48000,MORTGAGE,8,HOMEIMPROVEMENT,C,2000,11.97,0,0.04,N,9,55073.264,1,550,,
33,48000,MORTGAGE,2,HOMEIMPROVEMENT,A,7500,8,0,0.16,N,10,52769.92412,7,527,,
29,48000,MORTGAGE,2,VENTURE,C,5000,11.97,0,0.1,Y,5,35049.40381,3,350,,
29,30000,RENT,1,HOMEIMPROVEMENT,E,6000,17.99,1,0.2,N,7,71406.56361,4,714,,
31,30000,RENT,5,EDUCATION,A,6000,8.49,0,0.2,N,7,31629.5469,2,316,,
27,30000,RENT,2,MEDICAL,A,6000,7.66,0,0.2,N,9,84241.78746,7,842,,
28,30000,RENT,10,MEDICAL,B,6000,10.37,1,0.2,N,6,98384.72011,2,983,,
35,30000,RENT,1,DEBTCONSOLIDATION,A,6000,6.54,0,0.2,N,6,43223.99967,4,432,,
28,30000,RENT,2,DEBTCONSOLIDATION,B,6000,11.49,1,0.2,N,9,67327.0824,2,673,,
31,30000,RENT,5,PERSONAL,C,6000,13.23,0,0.2,N,5,23364.96528,4,233,,
31,42000,MORTGAGE,0,EDUCATION,D,21000,12.36,1,0.5,N,7,40312.58051,2,403,,
27,48000,OWN,10,PERSONAL,A,6500,7.75,0,0.14,N,8,32937.76445,8,329,,
33,48000,MORTGAGE,4,HOMEIMPROVEMENT,B,5000,,0,0.1,N,10,12502.02961,5,125,,
33,30000,RENT,0,DEBTCONSOLIDATION,B,6000,10.51,0,0.2,N,10,28034.571,4,280,,
27,48100,MORTGAGE,1,VENTURE,B,20000,11.89,0,0.42,N,10,490.7813579,9,490,,
32,30000,RENT,5,VENTURE,D,6000,12.61,1,0.2,Y,5,46621.39574,8,466,,
28,30784,RENT,0,PERSONAL,A,6000,9.32,0,0.19,N,8,11224.07197,9,112,,
27,42200,MORTGAGE,6,MEDICAL,D,10000,16.49,1,0.24,Y,6,22810.79792,6,228,,
28,31000,RENT,3,PERSONAL,D,6000,15.33,0,0.19,N,9,68457.03033,9,684,,
32,48250,MORTGAGE,3,MEDICAL,B,8400,10.74,0,0.17,N,6,60883.38845,3,608,,
29,31000,RENT,1,MEDICAL,C,6000,13.47,0,0.19,Y,6,9229.594776,6,922,,
27,31200,RENT,0,VENTURE,C,6000,13.49,0,0.19,Y,7,3456.0714,8,345,,
30,31200,RENT,5,MEDICAL,B,6000,9.91,0,0.19,N,8,98019.21601,1,980,,
27,31200,RENT,0,MEDICAL,A,6000,9.63,0,0.19,N,8,19785.80691,3,197,,
29,31200,RENT,2,PERSONAL,B,6000,11.46,1,0.19,N,10,6227.389199,3,622,,
27,31500,RENT,10,EDUCATION,C,6000,12.84,1,0.19,N,9,62891.29312,2,628,,
30,48500,MORTGAGE,5,MEDICAL,A,9350,,0,0.19,N,7,39291.02003,7,392,,
27,32000,RENT,11,EDUCATION,C,6000,14.27,0,0.19,N,8,78275.37855,5,782,,
30,32000,RENT,0,MEDICAL,C,6000,12.99,0,0.19,N,9,23206.74431,3,232,,
30,32000,RENT,0,MEDICAL,B,6000,,0,0.19,N,9,72413.15059,8,724,,
28,32000,RENT,0,PERSONAL,B,6000,,0,0.19,N,5,83471.10544,2,834,,
29,32000,RENT,13,EDUCATION,B,6000,12.18,0,0.19,N,10,38277.86056,9,382,,
28,48528,MORTGAGE,12,EDUCATION,A,10000,6.99,0,0.21,N,9,13693.55477,9,136,,
28,32004,RENT,5,VENTURE,C,6000,13.99,0,0.19,N,9,26755.6867,1,267,,
28,33000,RENT,2,PERSONAL,A,6000,7.9,0,0.18,N,6,13253.73302,8,132,,
27,48600,MORTGAGE,4,PERSONAL,D,10000,15.7,0,0.21,N,9,24619.7071,6,246,,
29,33000,RENT,4,VENTURE,B,6000,9.99,0,0.18,N,6,86382.56704,9,863,,
29,33000,RENT,0,EDUCATION,C,6000,15.23,0,0.18,N,6,28552.98165,1,285,,
33,33500,RENT,0,EDUCATION,A,6000,,0,0.18,N,9,71460.89688,4,714,,
29,48712,MORTGAGE,13,VENTURE,A,11050,5.42,0,0.23,N,9,70232.14561,5,702,,
27,33600,RENT,2,PERSONAL,D,6000,14.91,1,0.18,Y,5,8092.695755,6,809,,
30,33600,RENT,5,VENTURE,A,6000,6.91,0,0.18,N,7,11011.1773,3,110,,
29,33864,RENT,2,VENTURE,D,6000,14.91,1,0.18,Y,6,33027.01663,5,330,,
29,33996,RENT,13,EDUCATION,D,6000,14.09,0,0.18,N,7,82973.62424,4,829,,
27,33996,RENT,8,DEBTCONSOLIDATION,D,6000,15.31,1,0.18,Y,5,80086.35868,2,800,,
27,34000,RENT,3,MEDICAL,A,6000,8.9,0,0.18,N,9,82684.98241,4,826,,
32,34000,RENT,7,VENTURE,C,6000,14.65,0,0.18,Y,8,5236.23588,5,523,,
27,34000,RENT,0,DEBTCONSOLIDATION,A,6000,6.99,0,0.18,N,6,71886.14317,1,718,,
34,48989,OWN,10,EDUCATION,A,2400,7.14,0,0.05,N,5,53540.4856,1,535,,
30,48996,MORTGAGE,5,MEDICAL,C,5000,15.23,0,0.1,Y,5,30645.69037,6,306,,
30,35000,RENT,8,MEDICAL,A,6000,7.9,0,0.17,N,9,42563.84697,8,425,,
29,29000,RENT,0,MEDICAL,A,6000,8.49,1,0.21,N,8,16396.11813,1,163,,
27,48996,MORTGAGE,0,HOMEIMPROVEMENT,B,5000,11.83,0,0.1,N,10,88608.71779,9,886,,
27,35000,RENT,3,MEDICAL,A,6000,7.49,0,0.17,N,10,15811.78458,5,158,,
27,35000,RENT,3,PERSONAL,B,6000,11.11,0,0.17,N,6,18704.28023,9,187,,
30,29000,RENT,2,PERSONAL,D,6000,15.58,1,0.21,Y,8,32210.24826,4,322,,
32,35000,RENT,2,VENTURE,B,6000,,0,0.17,N,9,94142.04887,4,941,,
27,35000,RENT,2,MEDICAL,A,6000,9.32,0,0.17,N,10,21899.89573,2,218,,
28,35000,RENT,2,EDUCATION,B,6000,11.89,0,0.17,N,10,63403.29904,8,634,,
31,35000,RENT,0,MEDICAL,C,6000,12.84,0,0.17,N,7,84981.53202,8,849,,
29,49000,OWN,,PERSONAL,A,4400,6.62,0,0.09,N,9,46836.06571,1,468,,
35,43000,MORTGAGE,7,DEBTCONSOLIDATION,D,13200,16.77,1,0.31,Y,9,65752.25989,3,657,,
31,29004,RENT,4,HOMEIMPROVEMENT,B,6000,10.75,1,0.21,N,8,19383.23044,5,193,,
27,49000,MORTGAGE,11,MEDICAL,B,8500,10.59,0,0.17,N,6,56778.41978,8,567,,
28,49000,OWN,6,EDUCATION,B,19000,10.99,0,0.39,N,7,75668.94759,9,756,,
31,49000,OWN,15,EDUCATION,C,14000,13.99,0,0.29,N,10,35532.8688,2,355,,
30,49000,MORTGAGE,9,EDUCATION,A,11750,8.9,0,0.24,N,9,41886.63897,9,418,,
30,49000,OWN,3,MEDICAL,A,3500,6.99,0,0.07,N,5,70338.24553,1,703,,
31,36000,RENT,3,DEBTCONSOLIDATION,A,6000,8.9,0,0.17,N,9,95284.29504,4,952,,
33,30000,RENT,2,VENTURE,E,6000,19.42,1,0.2,N,10,7427.071345,2,742,,
29,36000,RENT,4,EDUCATION,A,6000,5.99,0,0.17,N,6,26885.36356,6,268,,
30,49000,MORTGAGE,14,PERSONAL,D,8500,16.32,0,0.17,Y,9,77996.19754,2,779,,
28,49000,MORTGAGE,4,MEDICAL,A,7000,7.51,0,0.14,N,8,39275.43639,1,392,,
28,49000,MORTGAGE,5,MEDICAL,B,4750,10.25,0,0.1,N,8,66062.80399,8,660,,
30,49000,OWN,7,PERSONAL,B,8500,12.18,0,0.17,N,8,50497.83786,8,504,,
32,49000,MORTGAGE,9,DEBTCONSOLIDATION,A,8275,,0,0.17,N,6,28677.21291,2,286,,
33,36000,RENT,1,MEDICAL,C,6000,13.22,0,0.17,Y,8,18231.48367,4,182,,
30,49200,MORTGAGE,13,HOMEIMPROVEMENT,A,9250,,0,0.19,N,8,38314.82772,7,383,,
30,49200,MORTGAGE,12,EDUCATION,A,15025,6.03,0,0.31,N,8,4309.519854,4,430,,
27,49200,MORTGAGE,4,MEDICAL,A,2500,5.42,0,0.05,N,10,84585.48826,9,845,,
27,49200,MORTGAGE,11,MEDICAL,A,9600,5.42,0,0.2,N,6,92482.84789,5,924,,
32,49200,MORTGAGE,5,HOMEIMPROVEMENT,A,5000,7.74,0,0.1,N,10,47717.78526,5,477,,
35,36500,RENT,0,MEDICAL,C,6000,13.61,0,0.16,N,6,36955.45255,9,369,,
27,49272,MORTGAGE,5,MEDICAL,B,3250,,0,0.07,N,6,32988.26712,6,329,,
32,37000,RENT,4,MEDICAL,B,6000,10.36,0,0.16,N,6,49602.68791,6,496,,
27,49304,MORTGAGE,2,MEDICAL,C,10000,11.78,0,0.2,N,9,53956.46238,8,539,,
29,49349,MORTGAGE,13,DEBTCONSOLIDATION,B,4000,11.49,0,0.08,N,5,11864.72329,6,118,,
27,31200,RENT,2,PERSONAL,A,6000,6.62,1,0.19,N,10,96235.39746,8,962,,
31,49500,MORTGAGE,3,DEBTCONSOLIDATION,B,10000,10.75,0,0.2,N,6,7920.085025,1,792,,
27,49536,OWN,11,MEDICAL,B,12000,10.38,0,0.24,N,10,23279.4164,4,232,,
29,32004,RENT,1,HOMEIMPROVEMENT,D,6000,15.7,1,0.19,N,9,1301.25421,9,130,,
30,38004,RENT,4,VENTURE,B,6000,,0,0.16,N,10,59394.35461,1,593,,
30,43580,MORTGAGE,5,PERSONAL,B,6000,12.21,1,0.14,N,7,92716.06702,6,927,,
30,49641,MORTGAGE,9,PERSONAL,C,8400,13.11,0,0.17,Y,6,81902.14992,6,819,,
33,49700,MORTGAGE,0,PERSONAL,A,12000,6.92,0,0.24,N,9,81178.40583,3,811,,
35,43772,MORTGAGE,11,MEDICAL,A,15000,7.51,1,0.34,N,6,6144.562083,7,614,,
30,43800,MORTGAGE,,DEBTCONSOLIDATION,D,13200,16.29,1,0.3,N,9,21431.93999,1,214,,
28,39000,RENT,0,PERSONAL,A,6000,8.63,0,0.15,N,7,69826.45452,9,698,,
35,49800,MORTGAGE,3,PERSONAL,A,6000,7.14,0,0.12,N,6,81317.33427,9,813,,
28,39184,RENT,3,DEBTCONSOLIDATION,A,6000,6.17,0,0.15,N,7,75840.42111,3,758,,
32,40000,RENT,0,MEDICAL,B,6000,12.69,0,0.15,N,8,88075.91001,1,880,,
27,40000,RENT,2,PERSONAL,B,6000,,0,0.15,N,9,7913.387137,6,791,,
27,40000,RENT,1,DEBTCONSOLIDATION,B,6000,11.99,0,0.15,N,6,98719.31461,3,987,,
27,50000,MORTGAGE,7,MEDICAL,A,9500,8.9,0,0.19,N,8,65723.99942,2,657,,
35,50000,MORTGAGE,5,HOMEIMPROVEMENT,C,6000,13.49,0,0.12,N,6,94873.15701,7,948,,
33,40000,RENT,0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,6,39684.49039,2,396,,
27,40000,RENT,4,EDUCATION,C,6000,12.73,0,0.15,N,10,21579.54718,4,215,,
29,40000,RENT,2,DEBTCONSOLIDATION,B,6000,11.14,0,0.15,N,6,18974.43504,2,189,,
28,50000,MORTGAGE,0,PERSONAL,A,9000,,0,0.18,N,7,15877.95485,6,158,,
35,40000,RENT,1,MEDICAL,B,6000,,0,0.15,N,7,97331.85525,1,973,,
30,50000,MORTGAGE,8,DEBTCONSOLIDATION,A,10000,6.62,0,0.2,N,7,16118.72811,7,161,,
27,40000,RENT,2,EDUCATION,C,6000,11.28,0,0.15,N,7,9894.299303,8,989,,
32,40500,RENT,0,VENTURE,C,6000,14.26,0,0.15,Y,5,14006.40284,6,140,,
27,40800,RENT,11,PERSONAL,A,6000,7.66,0,0.15,N,7,22527.43971,6,225,,
27,50000,OWN,5,PERSONAL,A,5275,,0,0.11,N,5,70213.0441,6,702,,
30,41000,RENT,14,DEBTCONSOLIDATION,A,6000,6.03,0,0.15,N,10,87052.54657,1,870,,
31,50000,MORTGAGE,8,DEBTCONSOLIDATION,C,6000,13.49,0,0.12,Y,9,1809.534193,9,180,,
34,50000,MORTGAGE,11,VENTURE,A,4000,8.9,0,0.08,N,8,54299.18163,3,542,,
27,50000,MORTGAGE,6,PERSONAL,B,12000,11.71,0,0.24,N,10,93099.01423,7,930,,
27,41000,RENT,2,MEDICAL,A,6000,9.32,0,0.15,N,7,44121.73906,7,441,,
33,35496,RENT,3,PERSONAL,C,6000,13.72,1,0.17,Y,8,8876.981764,8,887,,
33,35600,RENT,1,VENTURE,C,6000,13.49,1,0.17,N,5,80998.5854,6,809,,
34,42000,RENT,2,EDUCATION,B,6000,10.59,0,0.14,N,7,59628.06154,2,596,,
34,50000,MORTGAGE,6,VENTURE,C,16000,13.49,0,0.32,Y,5,95675.97903,4,956,,
34,42000,RENT,5,VENTURE,C,6000,14.22,0,0.14,N,10,24661.11076,1,246,,
34,36000,RENT,0,VENTURE,D,6000,,1,0.17,N,10,92458.32524,6,924,,
32,36000,RENT,4,MEDICAL,D,6000,16.07,1,0.17,Y,10,72535.49291,5,725,,
28,42000,RENT,4,VENTURE,C,6000,11.78,0,0.14,Y,10,82422.16623,6,824,,
28,42328,RENT,5,MEDICAL,A,6000,8.63,0,0.14,N,7,94684.63794,1,946,,
35,37000,RENT,2,PERSONAL,B,6000,9.99,1,0.16,N,7,64410.98123,5,644,,
32,43000,RENT,2,EDUCATION,C,6000,13.22,0,0.14,N,6,81145.49945,6,811,,
28,50000,OWN,12,VENTURE,A,6000,6.03,0,0.12,N,9,54597.29731,8,545,,
34,50000,OWN,0,VENTURE,A,16000,7.51,0,0.32,N,7,63635.20965,3,636,,
29,43000,RENT,1,MEDICAL,B,6000,11.14,0,0.14,N,7,8146.227375,4,814,,
35,50000,MORTGAGE,7,HOMEIMPROVEMENT,A,12000,6.62,0,0.24,N,6,11899.82845,7,118,,
28,43000,RENT,5,MEDICAL,B,6000,10.39,0,0.14,N,5,94395.31075,5,943,,
28,43150,RENT,3,VENTURE,B,6000,9.99,0,0.14,N,9,6752.922377,7,675,,
27,50000,MORTGAGE,0,MEDICAL,A,12000,6.62,0,0.24,N,9,35246.91312,6,352,,
30,50000,MORTGAGE,6,DEBTCONSOLIDATION,C,4000,14.27,0,0.08,N,9,49081.49873,9,490,,
27,50000,MORTGAGE,4,EDUCATION,B,2100,9.91,0,0.04,N,6,89182.74036,2,891,,
30,50000,MORTGAGE,3,PERSONAL,C,6000,,0,0.12,Y,7,56387.81257,7,563,,
29,50000,OWN,3,HOMEIMPROVEMENT,B,4200,9.91,0,0.08,N,5,63872.62378,3,638,,
29,39000,RENT,2,PERSONAL,B,6000,12.69,1,0.15,N,5,82316.57346,2,823,,
30,45000,RENT,0,PERSONAL,B,6000,12.69,0,0.13,N,8,92919.86709,4,929,,
32,50000,OWN,,EDUCATION,A,10000,6.03,0,0.2,N,9,67673.24827,7,676,,
31,50000,MORTGAGE,7,HOMEIMPROVEMENT,A,4800,6.03,0,0.1,N,5,45466.02551,8,454,,
27,45000,RENT,1,EDUCATION,B,6000,10.65,0,0.13,N,8,9841.106261,6,984,,
34,50000,OWN,,EDUCATION,A,10000,6.03,0,0.2,N,5,13657.53723,5,136,,
